Podio por especialidad en cada torneo:
Criterio de desempate: ante igual marca, se ordena alfabéticamente por deportista.
Especialidad,Torneo,Deportista,Marca
carrera 21000 m,Torneo de Turkey,Joan Chelimo MELLY,3492148
carrera 21000 m,Torneo de Turkey,Leonard LANGAT,3514602
carrera 21000 m,Torneo de Turkmenistan,Edwin KIPTOO,3486741
carrera 21000 m,Torneo de Turkmenistan,Evaline CHIRCHIR,3497328
carrera 21000 m,Torneo de Turkmenistan,Birhane DIBABA,3507546
carrera 21000 m,Torneo de Tuvalu,Degitu AZIMERAW,3488353
carrera 21000 m,Torneo de Tuvalu,Berehanu TSEGU,3489095
carrera 21000 m,Torneo de Tuvalu,Senbere TEFERI,3494216
carrera 21000 m,Torneo de Uganda,Valary JEMELI,3482183
carrera 21000 m,Torneo de Uganda,Joan Chelimo MELLY,3483673
carrera 21000 m,Torneo de Uganda,Abadi HADIS,3494783
carrera 21000 m,Torneo de Ukraine,Netsanet GUDETA,3482106
carrera 21000 m,Torneo de Ukraine,Abadi HADIS,3491731
carrera 21000 m,Torneo de Ukraine,Bedan KAROKI,3494924
carrera 21000 m,Torneo de United Arab Emirates,Alemu MEGERTU,3495982
carrera 21000 m,Torneo de United Arab Emirates,Sifan HASSAN,3526620
carrera 21000 m,Torneo de United Arab Emirates,Caroline Chepkoech KIPKIRUI,3543022
carrera 21000 m,Torneo de United Kingdom,Caroline Chepkoech KIPKIRUI,3483663
carrera 21000 m,Torneo de United Kingdom,Jemal Yimer MEKONNEN,3484820
carrera 21000 m,Torneo de United Kingdom,Benard KIMELI,3493047
carrera 21000 m,Torneo de United States,Roza DEREJE,3489407
carrera 21000 m,Torneo de United States,Seifu TURA,3501233
carrera 21000 m,Torneo de United States,Vivian J. CHERUIYOT,3511483
carrera 21000 m,Torneo de Uruguay,Senbere TEFERI,3491620
carrera 21000 m,Torneo de Uruguay,Leonard BARSOTON,3493282
carrera 21000 m,Torneo de Uruguay,Netsanet GUDETA,3511605
carrera 21000 m,Torneo de Uzbekistan,Seifu TURA,3491092
carrera 21000 m,Torneo de Uzbekistan,Senbere TEFERI,3499002
carrera 21000 m,Torneo de Uzbekistan,Leonard BARSOTON,3510758
carrera 21000 m,Torneo de Vanuatu,Evaline CHIRCHIR,3486307
carrera 21000 m,Torneo de Vanuatu,Valary JEMELI,3486499
carrera 21000 m,Torneo de Vanuatu,Abadi HADIS,3500251
carrera 21000 m,Torneo de Vatican City,Brigid KOSGEI,3482843
carrera 21000 m,Torneo de Vatican City,Solomon BERIHU,3484137
carrera 21000 m,Torneo de Vatican City,Fikadu HAFTU,3503993
carrera 21000 m,Torneo de Venezuela,Edwin KIPTOO,3492880
carrera 21000 m,Torneo de Venezuela,Netsanet GUDETA,3507508
carrera 21000 m,Torneo de Venezuela,Zeineba YIMER,3508239
carrera 21000 m,Torneo de Vietnam,Evaline CHIRCHIR,3485876
carrera 21000 m,Torneo de Vietnam,Alemu MEGERTU,3494703
carrera 21000 m,Torneo de Vietnam,Edwin KIPTOO,3502583
carrera 21000 m,Torneo de Virgin Islands (British),Caroline Chepkoech KIPKIRUI,3511531
carrera 21000 m,Torneo de Virgin Islands (British),Edwin KIPTOO,3514631
carrera 21000 m,Torneo de Virgin Islands (British),Solomon BERIHU,3518343
carrera 21000 m,Torneo de Wales,Yomif KEJELCHA,3481810
carrera 21000 m,Torneo de Wales,Caroline Chepkoech KIPKIRUI,3523590
carrera 21000 m,Torneo de Wales,Roza DEREJE,3531334
carrera 21000 m,Torneo de Yemen,Tsehay GEMECHU,3494308
carrera 21000 m,Torneo de Yemen,Valary JEMELI,3518060
carrera 21000 m,Torneo de Yemen,Abadi HADIS,3520630
carrera 21000 m,Torneo de Zambia,Zeineba YIMER,3481440
carrera 21000 m,Torneo de Zambia,Seifu TURA,3488372
carrera 21000 m,Torneo de Zambia,Vivian J. CHERUIYOT,3491535
carrera 21000 m,Torneo de Zimbabwe,Dibabe KUMA,3482453
carrera 21000 m,Torneo de Zimbabwe,Leonard BARSOTON,3487456
carrera 21000 m,Torneo de Zimbabwe,Benard KIMELI,3500965
carrera 3000 m con vallas,Torneo de Afghanistan,Genevieve GREGSON,481268
carrera 3000 m con vallas,Torneo de Afghanistan,Daisy JEPKEMEI,484617
carrera 3000 m con vallas,Torneo de Afghanistan,Anna Emilie MØLLER,485209
carrera 3000 m con vallas,Torneo de Albania,Mercy WANJIRU,481820
carrera 3000 m con vallas,Torneo de Albania,Fernando CARRO,483182
carrera 3000 m con vallas,Torneo de Albania,Gesa Felicitas KRAUSE,483960
carrera 3000 m con vallas,Torneo de Algeria,Fernando CARRO,482550
carrera 3000 m con vallas,Torneo de Algeria,Gesa Felicitas KRAUSE,484110
carrera 3000 m con vallas,Torneo de Algeria,Emma COBURN,485103
carrera 3000 m con vallas,Torneo de Andorra,Karoline Bjerkeli GRØVDAL,481710
carrera 3000 m con vallas,Torneo de Andorra,Abraham KIBIWOT,482176
carrera 3000 m con vallas,Torneo de Andorra,Leonard Kipkemoi BETT,484047
carrera 3000 m con vallas,Torneo de Angola,Norah JERUTO,481577
carrera 3000 m con vallas,Torneo de Angola,Emma COBURN,481615
carrera 3000 m con vallas,Torneo de Angola,Takele NIGATE,488043
carrera 3000 m con vallas,Torneo de Antigua and Barbuda,Colleen QUIGLEY,481611
carrera 3000 m con vallas,Torneo de Antigua and Barbuda,Karoline Bjerkeli GRØVDAL,484938
carrera 3000 m con vallas,Torneo de Antigua and Barbuda,Emma COBURN,488331
carrera 3000 m con vallas,Torneo de Argentina,Takele NIGATE,481175
carrera 3000 m con vallas,Torneo de Argentina,Albert CHEMUTAI,483142
carrera 3000 m con vallas,Torneo de Argentina,Norah JERUTO,483359
carrera 3000 m con vallas,Torneo de Armenia,Albert CHEMUTAI,481195
carrera 3000 m con vallas,Torneo de Armenia,Leonard Kipkemoi BETT,483182
carrera 3000 m con vallas,Torneo de Armenia,Celliphine Chepteek CHESPOL,483590
carrera 3000 m con vallas,Torneo de Australia,Barnabas KIPYEGO,481256
carrera 3000 m con vallas,Torneo de Australia,Norah JERUTO,481384
carrera 3000 m con vallas,Torneo de Australia,Lawrence Kemboi KIPSANG,482211
carrera 3000 m con vallas,Torneo de Austria,Zita KÁCSER,481439
carrera 3000 m con vallas,Torneo de Austria,Mohamed TINDOUFT,482566
carrera 3000 m con vallas,Torneo de Austria,Chala BEYO,482682
carrera 3000 m con vallas,Torneo de Azerbaijan,Norah JERUTO,481248
carrera 3000 m con vallas,Torneo de Azerbaijan,Hyvin KIYENG,481812
carrera 3000 m con vallas,Torneo de Azerbaijan,Takele NIGATE,482828
carrera 3000 m con vallas,Torneo de Bahamas,Hillary BOR,481663
carrera 3000 m con vallas,Torneo de Bahamas,Nicholas Kiptanui BETT,483632
carrera 3000 m con vallas,Torneo de Bahamas,Getnet WALE,483707
carrera 3000 m con vallas,Torneo de Bahrain,Matthew HUGHES,481698
carrera 3000 m con vallas,Torneo de Bahrain,Peruth CHEMUTAI,482116
carrera 3000 m con vallas,Torneo de Bahrain,Abraham KIBIWOT,482534
carrera 3000 m con vallas,Torneo de Bangladesh,Beatrice CHEPKOECH,481323
carrera 3000 m con vallas,Torneo de Bangladesh,Hillary BOR,485479
carrera 3000 m con vallas,Torneo de Bangladesh,Peruth CHEMUTAI,485563
carrera 3000 m con vallas,Torneo de Barbados,Anna Emilie MØLLER,481045
carrera 3000 m con vallas,Torneo de Barbados,Mercy CHEPKURUI,483166
carrera 3000 m con vallas,Torneo de Barbados,Maruša MIŠMAŠ,485614
carrera 3000 m con vallas,Torneo de Belarus,Mohamed TINDOUFT,482314
carrera 3000 m con vallas,Torneo de Belarus,Celliphine Chepteek CHESPOL,483340
carrera 3000 m con vallas,Torneo de Belarus,Colleen QUIGLEY,488028
carrera 3000 m con vallas,Torneo de Belgium,Norah JERUTO,484035
carrera 3000 m con vallas,Torneo de Belgium,Abraham KIBIWOT,485865
carrera 3000 m con vallas,Torneo de Belgium,Colleen QUIGLEY,487295
carrera 3000 m con vallas,Torneo de Belize,Barnabas KIPYEGO,481971
carrera 3000 m con vallas,Torneo de Belize,Hillary BOR,485233
carrera 3000 m con vallas,Torneo de Belize,Conseslus KIPRUTO,486355
carrera 3000 m con vallas,Torneo de Benin,Barnabas KIPYEGO,481556
carrera 3000 m con vallas,Torneo de Benin,Mercy CHEPKURUI,482769
carrera 3000 m con vallas,Torneo de Benin,Courtney FRERICHS,485108
carrera 3000 m con vallas,Torneo de Bhutan,Emma COBURN,482932
carrera 3000 m con vallas,Torneo de Bhutan,Colleen QUIGLEY,486009
carrera 3000 m con vallas,Torneo de Bhutan,Lawrence Kemboi KIPSANG,486539
carrera 3000 m con vallas,Torneo de Bolivia,Karoline Bjerkeli GRØVDAL,483703
carrera 3000 m con vallas,Torneo de Bolivia,Emma COBURN,486292
carrera 3000 m con vallas,Torneo de Bolivia,Celliphine Chepteek CHESPOL,486456
carrera 3000 m con vallas,Torneo de Bosnia and Herzegovina,Mercy CHEPKURUI,481092
carrera 3000 m con vallas,Torneo de Bosnia and Herzegovina,Celliphine Chepteek CHESPOL,482913
carrera 3000 m con vallas,Torneo de Bosnia and Herzegovina,Zita KÁCSER,484042
carrera 3000 m con vallas,Torneo de Botswana,Luiza GEGA,482470
carrera 3000 m con vallas,Torneo de Botswana,Nicholas Kiptanui BETT,483228
carrera 3000 m con vallas,Torneo de Botswana,Mohamed TINDOUFT,484091
carrera 3000 m con vallas,Torneo de Brazil,Anna Emilie MØLLER,481242
carrera 3000 m con vallas,Torneo de Brazil,Winfred Mutile YAVI,481631
carrera 3000 m con vallas,Torneo de Brazil,Hillary BOR,484604
carrera 3000 m con vallas,Torneo de Brunei,Lawrence Kemboi KIPSANG,481597
carrera 3000 m con vallas,Torneo de Brunei,Winfred Mutile YAVI,482787
carrera 3000 m con vallas,Torneo de Brunei,Genevieve GREGSON,485414
carrera 3000 m con vallas,Torneo de Bulgaria,Fernando CARRO,482438
carrera 3000 m con vallas,Torneo de Bulgaria,Albert CHEMUTAI,483802
carrera 3000 m con vallas,Torneo de Bulgaria,Courtney FRERICHS,484828
carrera 3000 m con vallas,Torneo de Burkina Faso,Benjamin KIGEN,481216
carrera 3000 m con vallas,Torneo de Burkina Faso,Mohamed TINDOUFT,481384
carrera 3000 m con vallas,Torneo de Burkina Faso,Anna Emilie MØLLER,481583
carrera 3000 m con vallas,Torneo de Burundi,Stanley Kipkoech KEBENEI,481557
carrera 3000 m con vallas,Torneo de Burundi,Maruša MIŠMAŠ,481990
carrera 3000 m con vallas,Torneo de Burundi,Daisy JEPKEMEI,485599
carrera 3000 m con vallas,Torneo de Cabo Verde,Hyvin KIYENG,482114
carrera 3000 m con vallas,Torneo de Cabo Verde,Barnabas KIPYEGO,482591
carrera 3000 m con vallas,Torneo de Cabo Verde,Leonard Kipkemoi BETT,482615
carrera 3000 m con vallas,Torneo de Cambodia,Matthew HUGHES,481737
carrera 3000 m con vallas,Torneo de Cambodia,Lamecha GIRMA,483701
carrera 3000 m con vallas,Torneo de Cambodia,Andrew BAYER,488358
carrera 3000 m con vallas,Torneo de Cameroon,Chala BEYO,483402
carrera 3000 m con vallas,Torneo de Cameroon,Gesa Felicitas KRAUSE,484839
carrera 3000 m con vallas,Torneo de Cameroon,Emma COBURN,485331
carrera 3000 m con vallas,Torneo de Canada,Conseslus KIPRUTO,482966
carrera 3000 m con vallas,Torneo de Canada,Luiza GEGA,483895
carrera 3000 m con vallas,Torneo de Canada,Maruša MIŠMAŠ,485507
carrera 3000 m con vallas,Torneo de Central African Republic,Nicholas Kiptanui BETT,481271
carrera 3000 m con vallas,Torneo de Central African Republic,Abraham KIBIWOT,481538
carrera 3000 m con vallas,Torneo de Central African Republic,Winfred Mutile YAVI,483732
carrera 3000 m con vallas,Torneo de Chad,Genevieve GREGSON,481076
carrera 3000 m con vallas,Torneo de Chad,Luiza GEGA,481859
carrera 3000 m con vallas,Torneo de Chad,Colleen QUIGLEY,482422
carrera 3000 m con vallas,Torneo de Chile,Fernando CARRO,481723
carrera 3000 m con vallas,Torneo de Chile,Mercy CHEPKURUI,483184
carrera 3000 m con vallas,Torneo de Chile,Mekides ABEBE,484833
carrera 3000 m con vallas,Torneo de China,Abraham KIBIWOT,482012
carrera 3000 m con vallas,Torneo de China,Winfred Mutile YAVI,482931
carrera 3000 m con vallas,Torneo de China,Conseslus KIPRUTO,484296
carrera 3000 m con vallas,Torneo de Colombia,Beatrice CHEPKOECH,481816
carrera 3000 m con vallas,Torneo de Colombia,Nicholas Kiptanui BETT,483964
carrera 3000 m con vallas,Torneo de Colombia,Stanley Kipkoech KEBENEI,484491
carrera 3000 m con vallas,Torneo de Comoros,Djilali BEDRANI,482726
carrera 3000 m con vallas,Torneo de Comoros,Abraham KIBIWOT,483401
carrera 3000 m con vallas,Torneo de Comoros,Gesa Felicitas KRAUSE,484077
carrera 3000 m con vallas,Torneo de Congo Democratic Republic of the,Gesa Felicitas KRAUSE,485460
carrera 3000 m con vallas,Torneo de Congo Democratic Republic of the,Stanley Kipkoech KEBENEI,486232
carrera 3000 m con vallas,Torneo de Congo Democratic Republic of the,Mekides ABEBE,486445
carrera 3000 m con vallas,Torneo de Congo Republic of the,Takele NIGATE,481349
carrera 3000 m con vallas,Torneo de Congo Republic of the,Norah JERUTO,481916
carrera 3000 m con vallas,Torneo de Congo Republic of the,Gesa Felicitas KRAUSE,484851
carrera 3000 m con vallas,Torneo de Costa Rica,Leonard Kipkemoi BETT,481113
carrera 3000 m con vallas,Torneo de Costa Rica,Lamecha GIRMA,481819
carrera 3000 m con vallas,Torneo de Costa Rica,Peruth CHEMUTAI,482517
carrera 3000 m con vallas,Torneo de Croatia,Nicholas Kiptanui BETT,481306
carrera 3000 m con vallas,Torneo de Croatia,Anna Emilie MØLLER,484680
carrera 3000 m con vallas,Torneo de Croatia,Andrew BAYER,486116
carrera 3000 m con vallas,Torneo de Cuba,Peruth CHEMUTAI,483608
carrera 3000 m con vallas,Torneo de Cuba,Mekides ABEBE,483992
carrera 3000 m con vallas,Torneo de Cuba,Beatrice CHEPKOECH,486210
carrera 3000 m con vallas,Torneo de Cyprus,Albert CHEMUTAI,481521
carrera 3000 m con vallas,Torneo de Cyprus,Anna Emilie MØLLER,484901
carrera 3000 m con vallas,Torneo de Cyprus,Takele NIGATE,485217
carrera 3000 m con vallas,Torneo de Czechia,Stanley Kipkoech KEBENEI,481382
carrera 3000 m con vallas,Torneo de Czechia,Winfred Mutile YAVI,481821
carrera 3000 m con vallas,Torneo de Czechia,Zita KÁCSER,483437
carrera 3000 m con vallas,Torneo de Denmark,Norah JERUTO,481183
carrera 3000 m con vallas,Torneo de Denmark,Celliphine Chepteek CHESPOL,481266
carrera 3000 m con vallas,Torneo de Denmark,Winfred Mutile YAVI,484215
carrera 3000 m con vallas,Torneo de Djibouti,Andrew BAYER,483446
carrera 3000 m con vallas,Torneo de Djibouti,Karoline Bjerkeli GRØVDAL,488318
carrera 3000 m con vallas,Torneo de Djibouti,Djilali BEDRANI,489510
carrera 3000 m con vallas,Torneo de Dominica,Celliphine Chepteek CHESPOL,481849
carrera 3000 m con vallas,Torneo de Dominica,Takele NIGATE,482124
carrera 3000 m con vallas,Torneo de Dominica,Nicholas Kiptanui BETT,482758
carrera 3000 m con vallas,Torneo de Dominican Republic,Colleen QUIGLEY,482110
carrera 3000 m con vallas,Torneo de Dominican Republic,Nicholas Kiptanui BETT,483837
carrera 3000 m con vallas,Torneo de Dominican Republic,Albert CHEMUTAI,484082
carrera 3000 m con vallas,Torneo de Ecuador,Daisy JEPKEMEI,481060
carrera 3000 m con vallas,Torneo de Ecuador,Getnet WALE,484282
carrera 3000 m con vallas,Torneo de Ecuador,Stanley Kipkoech KEBENEI,485407
carrera 3000 m con vallas,Torneo de Egypt,Zita KÁCSER,481390
carrera 3000 m con vallas,Torneo de Egypt,Fernando CARRO,483932
carrera 3000 m con vallas,Torneo de Egypt,Stanley Kipkoech KEBENEI,484465
carrera 3000 m con vallas,Torneo de El Salvador,Fernando CARRO,482006
carrera 3000 m con vallas,Torneo de El Salvador,Andrew BAYER,483305
carrera 3000 m con vallas,Torneo de El Salvador,Norah JERUTO,483600
carrera 3000 m con vallas,Torneo de Equatorial Guinea,Mekides ABEBE,482297
carrera 3000 m con vallas,Torneo de Equatorial Guinea,Andrew BAYER,483990
carrera 3000 m con vallas,Torneo de Equatorial Guinea,Fernando CARRO,486581
carrera 3000 m con vallas,Torneo de Eritrea,Barnabas KIPYEGO,483366
carrera 3000 m con vallas,Torneo de Eritrea,Fernando CARRO,483676
carrera 3000 m con vallas,Torneo de Eritrea,Mercy CHEPKURUI,485816
carrera 3000 m con vallas,Torneo de Estonia,Zita KÁCSER,484402
carrera 3000 m con vallas,Torneo de Estonia,Soufiane EL BAKKALI,485939
carrera 3000 m con vallas,Torneo de Estonia,Beatrice CHEPKOECH,487642
carrera 3000 m con vallas,Torneo de Ethiopia,Getnet WALE,482529
carrera 3000 m con vallas,Torneo de Ethiopia,Mohamed TINDOUFT,485052
carrera 3000 m con vallas,Torneo de Ethiopia,Anna Emilie MØLLER,485617
carrera 3000 m con vallas,Torneo de Fiji,Hyvin KIYENG,481473
carrera 3000 m con vallas,Torneo de Fiji,Mohamed TINDOUFT,483158
carrera 3000 m con vallas,Torneo de Fiji,Djilali BEDRANI,484125
carrera 3000 m con vallas,Torneo de Finland,Karoline Bjerkeli GRØVDAL,481751
carrera 3000 m con vallas,Torneo de Finland,Stanley Kipkoech KEBENEI,484660
carrera 3000 m con vallas,Torneo de Finland,Benjamin KIGEN,484788
carrera 3000 m con vallas,Torneo de France,Abraham KIBIWOT,482206
carrera 3000 m con vallas,Torneo de France,Lamecha GIRMA,484963
carrera 3000 m con vallas,Torneo de France,Mercy CHEPKURUI,486263
carrera 3000 m con vallas,Torneo de French Guiana,Fernando CARRO,481126
carrera 3000 m con vallas,Torneo de French Guiana,Hillary BOR,481332
carrera 3000 m con vallas,Torneo de French Guiana,Andrew BAYER,481764
carrera 3000 m con vallas,Torneo de Gabon,Genevieve GREGSON,485108
carrera 3000 m con vallas,Torneo de Gabon,Soufiane EL BAKKALI,485478
carrera 3000 m con vallas,Torneo de Gabon,Hyvin KIYENG,486675
carrera 3000 m con vallas,Torneo de Gambia,Mercy CHEPKURUI,482678
carrera 3000 m con vallas,Torneo de Gambia,Matthew HUGHES,484305
carrera 3000 m con vallas,Torneo de Gambia,Barnabas KIPYEGO,489428
carrera 3000 m con vallas,Torneo de Georgia,Chala BEYO,481040
carrera 3000 m con vallas,Torneo de Georgia,Andrew BAYER,481680
carrera 3000 m con vallas,Torneo de Georgia,Winfred Mutile YAVI,481819
carrera 3000 m con vallas,Torneo de Germany,Matthew HUGHES,481095
carrera 3000 m con vallas,Torneo de Germany,Getnet WALE,484414
carrera 3000 m con vallas,Torneo de Germany,Hillary BOR,485648
carrera 3000 m con vallas,Torneo de Ghana,Stanley Kipkoech KEBENEI,481207
carrera 3000 m con vallas,Torneo de Ghana,Karoline Bjerkeli GRØVDAL,482491
carrera 3000 m con vallas,Torneo de Ghana,Mohamed TINDOUFT,482697
carrera 3000 m con vallas,Torneo de Greece,Maruša MIŠMAŠ,481165
carrera 3000 m con vallas,Torneo de Greece,Getnet WALE,481590
carrera 3000 m con vallas,Torneo de Greece,Mercy WANJIRU,487154
carrera 3000 m con vallas,Torneo de Grenada,Karoline Bjerkeli GRØVDAL,481743
carrera 3000 m con vallas,Torneo de Grenada,Gesa Felicitas KRAUSE,482272
carrera 3000 m con vallas,Torneo de Grenada,Mercy CHEPKURUI,483857
carrera 3000 m con vallas,Torneo de Guatemala,Abraham KIBIWOT,483551
carrera 3000 m con vallas,Torneo de Guatemala,Andrew BAYER,484592
carrera 3000 m con vallas,Torneo de Guatemala,Chala BEYO,484957
carrera 3000 m con vallas,Torneo de Guinea,Mercy CHEPKURUI,481230
carrera 3000 m con vallas,Torneo de Guinea,Mercy WANJIRU,482231
carrera 3000 m con vallas,Torneo de Guinea,Emma COBURN,482792
carrera 3000 m con vallas,Torneo de Guinea-Bissau,Beatrice CHEPKOECH,481565
carrera 3000 m con vallas,Torneo de Guinea-Bissau,Gesa Felicitas KRAUSE,481845
carrera 3000 m con vallas,Torneo de Guinea-Bissau,Abraham KIBIWOT,483310
carrera 3000 m con vallas,Torneo de Guyana,Takele NIGATE,481133
carrera 3000 m con vallas,Torneo de Guyana,Anna Emilie MØLLER,483153
carrera 3000 m con vallas,Torneo de Guyana,Conseslus KIPRUTO,484670
carrera 3000 m con vallas,Torneo de Haiti,Andrew BAYER,482476
carrera 3000 m con vallas,Torneo de Haiti,Barnabas KIPYEGO,482562
carrera 3000 m con vallas,Torneo de Haiti,Norah JERUTO,482978
carrera 3000 m con vallas,Torneo de Honduras,Norah JERUTO,481044
carrera 3000 m con vallas,Torneo de Honduras,Winfred Mutile YAVI,485304
carrera 3000 m con vallas,Torneo de Honduras,Benjamin KIGEN,485614
carrera 3000 m con vallas,Torneo de Hungary,Andrew BAYER,481528
carrera 3000 m con vallas,Torneo de Hungary,Mohamed TINDOUFT,483545
carrera 3000 m con vallas,Torneo de Hungary,Norah JERUTO,483982
carrera 3000 m con vallas,Torneo de Iceland,Lamecha GIRMA,481097
carrera 3000 m con vallas,Torneo de Iceland,Emma COBURN,481718
carrera 3000 m con vallas,Torneo de Iceland,Soufiane EL BAKKALI,483282
carrera 3000 m con vallas,Torneo de India,Soufiane EL BAKKALI,482431
carrera 3000 m con vallas,Torneo de India,Mekides ABEBE,482752
carrera 3000 m con vallas,Torneo de India,Hillary BOR,483043
carrera 3000 m con vallas,Torneo de Indonesia,Getnet WALE,481631
carrera 3000 m con vallas,Torneo de Indonesia,Djilali BEDRANI,483204
carrera 3000 m con vallas,Torneo de Indonesia,Colleen QUIGLEY,484573
carrera 3000 m con vallas,Torneo de Iran,Emma COBURN,483172
carrera 3000 m con vallas,Torneo de Iran,Chala BEYO,483302
carrera 3000 m con vallas,Torneo de Iran,Matthew HUGHES,487112
carrera 3000 m con vallas,Torneo de Iraq,Albert CHEMUTAI,483546
carrera 3000 m con vallas,Torneo de Iraq,Matthew HUGHES,485066
carrera 3000 m con vallas,Torneo de Iraq,Colleen QUIGLEY,486269
carrera 3000 m con vallas,Torneo de Ireland,Zita KÁCSER,481392
carrera 3000 m con vallas,Torneo de Ireland,Matthew HUGHES,481984
carrera 3000 m con vallas,Torneo de Ireland,Djilali BEDRANI,482346
carrera 3000 m con vallas,Torneo de Israel,Takele NIGATE,484871
carrera 3000 m con vallas,Torneo de Israel,Zita KÁCSER,485352
carrera 3000 m con vallas,Torneo de Israel,Karoline Bjerkeli GRØVDAL,486333
carrera 3000 m con vallas,Torneo de Italy,Conseslus KIPRUTO,481433
carrera 3000 m con vallas,Torneo de Italy,Barnabas KIPYEGO,481634
carrera 3000 m con vallas,Torneo de Italy,Chala BEYO,483448
carrera 3000 m con vallas,Torneo de Ivory Coast,Andrew BAYER,481053
carrera 3000 m con vallas,Torneo de Ivory Coast,Karoline Bjerkeli GRØVDAL,481175
carrera 3000 m con vallas,Torneo de Ivory Coast,Luiza GEGA,482839
carrera 3000 m con vallas,Torneo de Jamaica,Leonard Kipkemoi BETT,482420
carrera 3000 m con vallas,Torneo de Jamaica,Lamecha GIRMA,485482
carrera 3000 m con vallas,Torneo de Jamaica,Zita KÁCSER,485651
carrera 3000 m con vallas,Torneo de Japan,Lawrence Kemboi KIPSANG,484249
carrera 3000 m con vallas,Torneo de Japan,Genevieve GREGSON,487435
carrera 3000 m con vallas,Torneo de Japan,Getnet WALE,487469
carrera 3000 m con vallas,Torneo de Jordan,Soufiane EL BAKKALI,483014
carrera 3000 m con vallas,Torneo de Jordan,Benjamin KIGEN,484716
carrera 3000 m con vallas,Torneo de Jordan,Lawrence Kemboi KIPSANG,486199
carrera 3000 m con vallas,Torneo de Kazakhstan,Barnabas KIPYEGO,483907
carrera 3000 m con vallas,Torneo de Kazakhstan,Beatrice CHEPKOECH,484051
carrera 3000 m con vallas,Torneo de Kazakhstan,Djilali BEDRANI,485293
carrera 3000 m con vallas,Torneo de Kenya,Hyvin KIYENG,481179
carrera 3000 m con vallas,Torneo de Kenya,Stanley Kipkoech KEBENEI,481477
carrera 3000 m con vallas,Torneo de Kenya,Benjamin KIGEN,481728
carrera 3000 m con vallas,Torneo de Kiribati,Zita KÁCSER,482328
